,_add_array_values_min,_get_array_double<double>_min,_put_array<double>_min,_put_to_keydb_min,_serialize_protobuff_min,redis_cluster.get_min,redis_cluster.set_min,_add_array_values_max,_get_array_double<double>_max,_put_array<double>_max,_put_to_keydb_max,_serialize_protobuff_max,redis_cluster.get_max,redis_cluster.set_max,_add_array_values_std,_get_array_double<double>_std,_put_array<double>_std,_put_to_keydb_std,_serialize_protobuff_std,redis_cluster.get_std,redis_cluster.set_std,_add_array_values_mean,_get_array_double<double>_mean,_put_array<double>_mean,_put_to_keydb_mean,_serialize_protobuff_mean,redis_cluster.get_mean,redis_cluster.set_mean,cluster,doubles,ppn,nodes,dpn
0,0.038510416000000006,0.13670636,0.12712962,0.06197338,0.023134186,0.0983972,0.061875152,0.12835734,3.0020558,2.106625,1.9964908000000001,0.0606647,2.762129,1.9964280000000003,0.013137770627067464,0.6185331883728725,0.16253181713882348,0.15781661411794246,0.0053883556091906095,0.5503935166292188,0.15782490113853914,0.06385486425000012,2.150235175304169,0.3285852388291666,0.22706079748500035,0.033124138315833274,2.0225958091950007,0.22697301072416648,50,4000000,48,100,1
0,0.0006505489199999999,0.00412097,0.0023497581999999996,0.0009571551999999999,5.3739548e-05,0.00097117426,0.0009274005800000001,0.0018236159999999997,0.13247298000000002,1.01700258,1.0152091799999998,0.00060257912,0.0178149228,1.01516242,0.00016018334502387706,0.015933153239432448,0.0391006117212423,0.03910065022217957,6.027872635546373e-05,0.0008371219321560795,0.039099909336385505,0.0009190758451583352,0.04402301992166668,0.009504198792708328,0.007812253751983328,8.415107921291726e-05,0.0014786240333958308,0.007772353303466659,30,64000,48,100,1
0,0.00032696723999999996,0.0038037778,0.0015429973999999999,0.0006211757600000001,2.9850003999999998e-05,0.00047936439999999995,0.00058956148,0.0009006023400000001,0.13227722000000003,1.5158854,1.514563,0.0001336098,0.0022158626,1.5145154,7.879754219335301e-05,0.014810385993733858,0.09364321102890559,0.09364324030865695,6.504801862487971e-06,0.0001276483045284192,0.09364248159963515,0.0004610800442916653,0.04346978082566667,0.012368492684124977,0.011224252450387523,3.975629921291728e-05,0.0007645194928750002,0.011186580704625013,50,32000,48,100,1
0,0.01867261,0.058406924000000006,0.055469990000000004,0.025755644,0.0085181238,0.038953206000000004,0.025664806000000002,0.060880612,1.5826158,2.8000553999999998,2.7655342000000003,0.033650398,0.9058412,2.7654731999999997,0.006252081008808641,0.4095228044349225,0.13591468579365115,0.13510816908095474,0.0024461318501151842,0.21885385950880112,0.13510961022936804,0.02955912242708334,0.8367676280483334,0.09927964196041668,0.053930581674166735,0.013181195398958335,0.6174638143399999,0.05384555268083337,30,2000000,48,100,3
0,0.0043654442000000005,0.014365816,0.013190888000000001,0.005725813,0.0016736030000000003,0.007120799999999999,0.0056900022000000005,0.0114572046,0.52820974,4.6933442,4.685028999999999,0.0047000886,0.058496667999999995,4.684977399999999,0.0013066977397000212,0.07990295388482932,0.18740394884449768,0.1874285446742286,0.000404141584487102,0.009602445489238866,0.18742790819369531,0.006428589245541671,0.08611819149499997,0.03050326823208339,0.020533431601166673,0.002505485813333334,0.013475113341458336,0.020489623046791694,40,500000,48,100,3
0,0.00032820699999999996,0.0036769866,0.0015520098,0.00062460898,2.9945371999999996e-05,0.0005016327,0.0005938053,0.0010027408800000002,0.15054457999999998,1.811656,1.8105148,0.000130653368,0.0031822204000000005,1.8104689999999999,7.816921623991712e-05,0.015262269651414296,0.07803854212016219,0.07803704336011327,6.382533565041263e-06,0.00011651401477686969,0.07803643839831831,0.00046066504666249935,0.0439804238790833,0.008103543234541669,0.00695117618694166,3.97807768300006e-05,0.0007552948094666659,0.006913598284695843,40,32000,48,100,2
0,0.0011420252000000001,0.0052430154,0.0040964604,0.0016236304,0.0004491806,0.0017620564000000003,0.0015906814000000002,0.0031823634000000003,0.19377541999999998,0.72823102,0.72481342,0.0014923572,0.015762044,0.72476202,0.00032236423663898044,0.021878944210751535,0.0331500686261371,0.03315288326176073,9.192488494983579e-05,0.0017448195422613006,0.03315189134574423,0.001714842319749999,0.04750487014570828,0.010778145981083339,0.007630173753541665,0.0006739081738083333,0.0028782735545416667,0.007589621161458328,30,125000,48,100,1
0,0.0021817684,0.0085343838,0.007068777,0.0030032635999999997,0.0008327484199999999,0.0033216949999999995,0.0029689789999999996,0.0049002648,0.45856455999999995,12.120823999999999,12.11626,0.0018523692,0.18102616,12.116206,0.0006300541115899383,0.055106090365350344,0.6555484662990586,0.655563145638647,0.00017224136134365092,0.019151510518875082,0.6555620470681054,0.0031399170763749956,0.06487710768416664,0.07657202221475014,0.07131807793433327,0.0012491015507791654,0.010856658023458329,0.07127642402533332,30,250000,48,100,2
0,0.086571358,1.7603969999999998,0.27635160000000003,0.13438206000000003,0.046478318000000005,1.6241978,0.1342836,0.23186462,13.234166000000002,3.9987546000000003,3.7306218,0.11921972,13.033396,3.7305342,0.030019706143798508,2.9768537063708918,0.7090788181805465,0.699708159021375,0.015003152136135487,2.9548424965366387,0.6997147549124196,0.1502728809941667,10.763511072124992,2.2506570008166675,2.015474559391667,0.07582536692333339,10.579796031333322,2.0153869019416657,20,8000000,48,100,1
0,0.018439578,0.057537746,0.056046772,0.02566743,0.0085788248,0.039843131999999996,0.025570009999999997,0.068027688,1.6099462,0.85357758,0.81272342,0.035600806,1.2471846000000002,0.8126555599999999,0.006353344686405557,0.4073057341721283,0.05263808622327852,0.04949505399184063,0.002468340545969836,0.3144973578775206,0.049499286002835916,0.029967593051666703,0.8729387125708336,0.11204047683041647,0.0659380701258334,0.01343349872429166,0.7688859999300006,0.06585100016499998,20,2000000,48,100,3
